SERVICE_ID;SERVICENAME;SERVICETIME;CLIENT_ID
2;Социально-правовые;02.03.2022;2124
2;Социально-правовые;21.10.2022;317
2;Социально-правовые;10.10.2022;1241
2;Социально-правовые;30.05.2022;624
2;Социально-правовые;26.04.2022;959
2;Социально-правовые;04.04.2022;301
2;Социально-правовые;19.10.2022;976
2;Социально-правовые;21.09.2022;188
2;Социально-правовые;22.10.2022;2239
2;Социально-правовые;18.05.2022;1728
2;Социально-правовые;03.09.2022;17
2;Социально-правовые;28.04.2022;969
2;Социально-правовые;17.10.2022;1336
2;Социально-правовые;27.10.2022;2278
2;Социально-правовые;04.03.2022;1859
2;Социально-правовые;04.05.2022;2031
2;Социально-правовые;25.03.2022;1886
2;Социально-правовые;22.09.2022;158
2;Социально-правовые;04.05.2022;467
2;Социально-правовые;05.09.2022;1739
2;Социально-правовые;30.09.2022;859
2;Социально-правовые;16.10.2022;1751
2;Социально-правовые;20.02.2022;2014
2;Социально-правовые;05.10.2022;2012
2;Социально-правовые;15.09.2022;2111
2;Социально-правовые;23.09.2022;1666
2;Социально-правовые;18.09.2022;1922
2;Социально-правовые;22.09.2022;340
2;Социально-правовые;12.09.2022;284
2;Социально-правовые;19.04.2022;1617
2;Социально-правовые;18.03.2022;1820
2;Социально-правовые;17.09.2022;435
2;Социально-правовые;12.02.2022;902
2;Социально-правовые;15.09.2022;942
2;Социально-правовые;13.02.2022;1956
2;Социально-правовые;11.04.2022;1594
2;Социально-правовые;23.04.2022;1171
2;Социально-правовые;09.09.2022;280
2;Социально-правовые;17.04.2022;1478
2;Социально-правовые;30.04.2022;155
2;Социально-правовые;30.05.2022;1455
2;Социально-правовые;16.04.2022;1467
2;Социально-правовые;26.10.2022;853
2;Социально-правовые;03.02.2022;1378
2;Социально-правовые;24.09.2022;2340
2;Социально-правовые;10.10.2022;292
2;Социально-правовые;19.03.2022;2105
2;Социально-правовые;17.10.2022;312
2;Социально-правовые;21.09.2022;1744
2;Социально-правовые;11.02.2022;1854
2;Социально-правовые;22.02.2022;1099
2;Социально-правовые;20.09.2022;36
2;Социально-правовые;17.09.2022;1417
2;Социально-правовые;15.02.2022;301
2;Социально-правовые;26.03.2022;2200
2;Социально-правовые;14.10.2022;645
2;Социально-правовые;04.10.2022;1790
2;Социально-правовые;22.10.2022;2077
2;Социально-правовые;25.04.2022;850
2;Социально-правовые;19.10.2022;508
2;Социально-правовые;22.10.2022;273
2;Социально-правовые;18.10.2022;481
2;Социально-правовые;01.09.2022;1269
2;Социально-правовые;28.09.2022;1501
2;Социально-правовые;26.02.2022;407
2;Социально-правовые;10.05.2022;887
2;Социально-правовые;03.05.2022;1244
2;Социально-правовые;29.10.2022;1061
2;Социально-правовые;23.03.2022;1649
2;Социально-правовые;02.10.2022;13
2;Социально-правовые;01.09.2022;728
2;Социально-правовые;17.04.2022;248
2;Социально-правовые;19.09.2022;1842
2;Социально-правовые;26.05.2022;2007
2;Социально-правовые;04.10.2022;1121
2;Социально-правовые;20.09.2022;2281
2;Социально-правовые;09.09.2022;968
2;Социально-правовые;09.04.2022;791
2;Социально-правовые;06.10.2022;157
2;Социально-правовые;19.04.2022;2234
2;Социально-правовые;11.05.2022;878
2;Социально-правовые;27.09.2022;338
2;Социально-правовые;05.09.2022;1656
2;Социально-правовые;21.09.2022;1202
2;Социально-правовые;10.10.2022;620
2;Социально-правовые;27.09.2022;1845
2;Социально-правовые;27.03.2022;1770
2;Социально-правовые;24.09.2022;1039
2;Социально-правовые;01.09.2022;2309
2;Социально-правовые;19.02.2022;606
2;Социально-правовые;05.05.2022;1289
2;Социально-правовые;07.04.2022;313
2;Социально-правовые;24.05.2022;911
2;Социально-правовые;25.09.2022;1413
2;Социально-правовые;16.09.2022;1936
2;Социально-правовые;09.09.2022;1864
2;Социально-правовые;06.09.2022;438
2;Социально-правовые;17.02.2022;2012
2;Социально-правовые;26.09.2022;1247
2;Социально-правовые;08.02.2022;726
2;Социально-правовые;07.03.2022;691
2;Социально-правовые;26.02.2022;829
2;Социально-правовые;12.02.2022;437
2;Социально-правовые;18.02.2022;434
2;Социально-правовые;03.02.2022;969
2;Социально-правовые;06.03.2022;2102
2;Социально-правовые;25.10.2022;779
2;Социально-правовые;05.04.2022;33
2;Социально-правовые;22.09.2022;1092
2;Социально-правовые;06.09.2022;609
2;Социально-правовые;28.09.2022;2369
2;Социально-правовые;24.09.2022;887
2;Социально-правовые;24.09.2022;456
2;Социально-правовые;22.02.2022;998
2;Социально-правовые;02.03.2022;1181
2;Социально-правовые;17.03.2022;498
2;Социально-правовые;05.04.2022;1778
2;Социально-правовые;19.10.2022;1479
2;Социально-правовые;26.03.2022;687
2;Социально-правовые;23.05.2022;151
2;Социально-правовые;21.02.2022;962
2;Социально-правовые;15.09.2022;45
2;Социально-правовые;26.09.2022;2072
2;Социально-правовые;12.02.2022;1505
2;Социально-правовые;15.10.2022;1271
2;Социально-правовые;13.02.2022;548
2;Социально-правовые;11.10.2022;1599
2;Социально-правовые;10.10.2022;529
2;Социально-правовые;07.04.2022;298
2;Социально-правовые;10.09.2022;1332
2;Социально-правовые;12.02.2022;1637
2;Социально-правовые;02.02.2022;1744
2;Социально-правовые;10.02.2022;1570
2;Социально-правовые;28.10.2022;826
2;Социально-правовые;21.09.2022;639
2;Социально-правовые;25.05.2022;2149
2;Социально-правовые;17.10.2022;1353
2;Социально-правовые;15.03.2022;2201
2;Социально-правовые;17.10.2022;438
2;Социально-правовые;24.09.2022;1240
2;Социально-правовые;31.10.2022;250
2;Социально-правовые;09.02.2022;1079
2;Социально-правовые;08.09.2022;908
2;Социально-правовые;27.10.2022;210
2;Социально-правовые;30.10.2022;2137
2;Социально-правовые;14.05.2022;146
2;Социально-правовые;12.10.2022;908
2;Социально-правовые;23.09.2022;1740
2;Социально-правовые;22.04.2022;358
2;Социально-правовые;21.09.2022;2371
2;Социально-правовые;15.02.2022;734
2;Социально-правовые;02.04.2022;1090
2;Социально-правовые;08.09.2022;461
2;Социально-правовые;17.02.2022;1196
2;Социально-правовые;10.09.2022;1426
2;Социально-правовые;21.09.2022;592
2;Социально-правовые;17.09.2022;380
2;Социально-правовые;28.04.2022;2247
2;Социально-правовые;24.09.2022;719
2;Социально-правовые;26.10.2022;812
2;Социально-правовые;01.02.2022;307
2;Социально-правовые;29.10.2022;2109
2;Социально-правовые;24.04.2022;753
2;Социально-правовые;01.09.2022;1298
2;Социально-правовые;02.09.2022;1270
2;Социально-правовые;20.03.2022;2207
2;Социально-правовые;26.10.2022;1686
2;Социально-правовые;30.09.2022;487
2;Социально-правовые;02.09.2022;6
2;Социально-правовые;26.09.2022;1421
2;Социально-правовые;04.02.2022;1089
2;Социально-правовые;06.04.2022;1039
2;Социально-правовые;18.09.2022;2258
2;Социально-правовые;04.09.2022;1384
2;Социально-правовые;14.09.2022;662
2;Социально-правовые;17.03.2022;1174
2;Социально-правовые;06.02.2022;344
2;Социально-правовые;29.09.2022;1040
2;Социально-правовые;01.02.2022;579
2;Социально-правовые;29.10.2022;2309
2;Социально-правовые;11.09.2022;915
2;Социально-правовые;07.09.2022;398
2;Социально-правовые;19.05.2022;1893
2;Социально-правовые;30.09.2022;1975
2;Социально-правовые;13.02.2022;2007
2;Социально-правовые;20.10.2022;823
2;Социально-правовые;14.04.2022;993
2;Социально-правовые;30.10.2022;1767
2;Социально-правовые;30.10.2022;113
2;Социально-правовые;23.05.2022;151
2;Социально-правовые;11.09.2022;358
2;Социально-правовые;29.09.2022;988
2;Социально-правовые;11.10.2022;240
2;Социально-правовые;31.10.2022;134
2;Социально-правовые;03.09.2022;1232
2;Социально-правовые;23.09.2022;1284
2;Социально-правовые;29.09.2022;1987
2;Социально-правовые;07.03.2022;843
2;Социально-правовые;10.04.2022;1923
2;Социально-правовые;15.02.2022;407
2;Социально-правовые;24.09.2022;843
2;Социально-правовые;19.10.2022;421
2;Социально-правовые;21.02.2022;2096
2;Социально-правовые;03.10.2022;969
2;Социально-правовые;21.02.2022;975
2;Социально-правовые;19.09.2022;1429
2;Социально-правовые;06.09.2022;473
2;Социально-правовые;18.04.2022;519
2;Социально-правовые;11.04.2022;912
2;Социально-правовые;15.02.2022;436
2;Социально-правовые;04.10.2022;2155
2;Социально-правовые;09.03.2022;1231
2;Социально-правовые;07.02.2022;123
2;Социально-правовые;10.09.2022;1329
2;Социально-правовые;28.09.2022;613
2;Социально-правовые;03.09.2022;2260
2;Социально-правовые;24.09.2022;1715
2;Социально-правовые;03.10.2022;687
2;Социально-правовые;05.09.2022;2260
2;Социально-правовые;17.09.2022;117
2;Социально-правовые;20.09.2022;2178
2;Социально-правовые;07.09.2022;311
2;Социально-правовые;15.03.2022;2003
2;Социально-правовые;29.09.2022;175
2;Социально-правовые;14.09.2022;1289
2;Социально-правовые;18.09.2022;1637
2;Социально-правовые;09.03.2022;249
2;Социально-правовые;30.04.2022;380
2;Социально-правовые;24.02.2022;1809
2;Социально-правовые;26.03.2022;16
2;Социально-правовые;29.10.2022;465
2;Социально-правовые;22.04.2022;1704
2;Социально-правовые;13.10.2022;1429
2;Социально-правовые;11.05.2022;1089
2;Социально-правовые;15.09.2022;475
2;Социально-правовые;07.03.2022;1645
2;Социально-правовые;20.04.2022;1948
2;Социально-правовые;09.05.2022;1370
2;Социально-правовые;28.09.2022;2245
2;Социально-правовые;22.04.2022;69
2;Социально-правовые;18.04.2022;1951
2;Социально-правовые;28.03.2022;1686
2;Социально-правовые;09.04.2022;649
2;Социально-правовые;30.09.2022;792
2;Социально-правовые;24.04.2022;723
1;Социально-экономические;05.04.2022;795
2;Социально-правовые;17.02.2022;830
2;Социально-правовые;25.10.2022;153
1;Социально-экономические;04.09.2022;1320
1;Социально-экономические;24.03.2022;81
2;Социально-правовые;04.04.2022;1953
2;Социально-правовые;04.10.2022;1758
1;Социально-экономические;01.09.2022;336
1;Социально-экономические;29.05.2022;132
2;Социально-правовые;20.02.2022;971
1;Социально-экономические;28.04.2022;280
2;Социально-правовые;30.03.2022;41
1;Социально-экономические;12.04.2022;1367
2;Социально-правовые;24.09.2022;1706
1;Социально-экономические;14.09.2022;505
2;Социально-правовые;14.04.2022;2069
1;Социально-экономические;25.09.2022;1666
2;Социально-правовые;06.09.2022;587
1;Социально-экономические;25.10.2022;214
1;Социально-экономические;16.02.2022;428
2;Социально-правовые;27.04.2022;119
2;Социально-правовые;04.05.2022;513
1;Социально-экономические;29.09.2022;209
2;Социально-правовые;26.04.2022;378
2;Социально-правовые;10.09.2022;78
2;Социально-правовые;27.02.2022;1200
1;Социально-экономические;16.04.2022;1937
2;Социально-правовые;14.09.2022;1511
2;Социально-правовые;09.05.2022;1299
2;Социально-правовые;09.04.2022;1326
1;Социально-экономические;31.03.2022;674
2;Социально-правовые;02.04.2022;568
1;Социально-экономические;12.05.2022;1681
1;Социально-экономические;04.02.2022;324
2;Социально-правовые;27.04.2022;1020
2;Социально-правовые;24.09.2022;1514
2;Социально-правовые;29.09.2022;1314
2;Социально-правовые;26.02.2022;1453
2;Социально-правовые;19.05.2022;1358
2;Социально-правовые;23.04.2022;2119
2;Социально-правовые;26.09.2022;1958
2;Социально-правовые;12.05.2022;1694
1;Социально-экономические;26.09.2022;1854
2;Социально-правовые;26.09.2022;208
1;Социально-экономические;25.02.2022;2282
2;Социально-правовые;23.05.2022;2068
2;Социально-правовые;27.10.2022;707
1;Социально-экономические;15.03.2022;2155
2;Социально-правовые;17.10.2022;1942
1;Социально-экономические;28.04.2022;1030
2;Социально-правовые;27.03.2022;1297
2;Социально-правовые;28.05.2022;1710
1;Социально-экономические;26.09.2022;550
2;Социально-правовые;13.09.2022;2046
2;Социально-правовые;05.04.2022;1607
2;Социально-правовые;28.10.2022;1332
1;Социально-экономические;19.09.2022;2167
2;Социально-правовые;16.02.2022;1546
2;Социально-правовые;17.03.2022;781
1;Социально-экономические;01.11.2022;1279
1;Социально-экономические;11.02.2022;1140
2;Социально-правовые;09.04.2022;2142
1;Социально-экономические;16.10.2022;1418
1;Социально-экономические;16.02.2022;2
1;Социально-экономические;21.03.2022;147
1;Социально-экономические;11.10.2022;863
2;Социально-правовые;14.09.2022;2264
2;Социально-правовые;03.05.2022;1007
2;Социально-правовые;02.05.2022;424
2;Социально-правовые;10.05.2022;1432
1;Социально-экономические;03.09.2022;1060
2;Социально-правовые;05.05.2022;1083
2;Социально-правовые;23.03.2022;676
2;Социально-правовые;25.11.2022;1065
2;Социально-правовые;21.04.2022;376
1;Социально-экономические;09.10.2022;1477
1;Социально-экономические;18.04.2022;1368
2;Социально-правовые;29.04.2022;249
1;Социально-экономические;09.11.2022;491
2;Социально-правовые;28.10.2022;42
2;Социально-правовые;18.02.2022;1136
2;Социально-правовые;28.11.2022;1247
1;Социально-экономические;28.09.2022;1697
2;Социально-правовые;01.05.2022;246
2;Социально-правовые;02.04.2022;1927
2;Социально-правовые;25.03.2022;1708
2;Социально-правовые;26.03.2022;108
2;Социально-правовые;27.03.2022;668
2;Социально-правовые;28.03.2022;608
2;Социально-правовые;29.03.2022;1735
2;Социально-правовые;30.03.2022;1089
2;Социально-правовые;31.03.2022;531
2;Социально-правовые;25.03.2022;75
2;Социально-правовые;26.03.2022;2109
2;Социально-правовые;27.03.2022;449
2;Социально-правовые;28.03.2022;979
2;Социально-правовые;29.03.2022;961
2;Социально-правовые;30.03.2022;1750
2;Социально-правовые;31.03.2022;2222
2;Социально-правовые;15.03.2022;1690
1;Социально-экономические;14.09.2022;166
2;Социально-правовые;02.05.2022;1124
2;Социально-правовые;15.11.2022;1250
1;Социально-экономические;29.10.2022;1841
1;Социально-экономические;11.02.2022;243
2;Социально-правовые;26.02.2022;830
2;Социально-правовые;05.02.2022;2142
2;Социально-правовые;25.03.2022;340
2;Социально-правовые;26.03.2022;1284
2;Социально-правовые;27.03.2022;2305
2;Социально-правовые;28.03.2022;2180
2;Социально-правовые;29.03.2022;1975
2;Социально-правовые;30.03.2022;1279
2;Социально-правовые;31.03.2022;2017
2;Социально-правовые;04.11.2022;2277
2;Социально-правовые;09.05.2022;639
1;Социально-экономические;02.10.2022;1589
2;Социально-правовые;23.04.2022;77
2;Социально-правовые;20.09.2022;1666
2;Социально-правовые;18.05.2022;1452
1;Социально-экономические;06.03.2022;346
1;Социально-экономические;22.05.2022;673
2;Социально-правовые;11.02.2022;1188
2;Социально-правовые;11.04.2022;1819
2;Социально-правовые;23.02.2022;2223
2;Социально-правовые;25.11.2022;391
3;Социально-психологические;21.05.2022;1933
2;Социально-правовые;01.10.2022;786
2;Социально-правовые;24.04.2022;603
2;Социально-правовые;27.02.2022;1025
2;Социально-правовые;14.02.2022;438
1;Социально-экономические;16.05.2022;702
2;Социально-правовые;20.10.2022;2341
2;Социально-правовые;18.05.2022;838
2;Социально-правовые;24.09.2022;1914
1;Социально-экономические;18.09.2022;160
2;Социально-правовые;13.02.2022;1707
2;Социально-правовые;14.05.2022;818
1;Социально-экономические;29.09.2022;672
1;Социально-экономические;04.10.2022;1634
2;Социально-правовые;20.02.2022;2133
2;Социально-правовые;31.05.2022;606
2;Социально-правовые;30.09.2022;253
2;Социально-правовые;26.09.2022;593
2;Социально-правовые;20.05.2022;1683
1;Социально-экономические;06.05.2022;1918
2;Социально-правовые;28.05.2022;1164
1;Социально-экономические;26.02.2022;604
1;Социально-экономические;25.04.2022;2210
2;Социально-правовые;04.11.2022;521
2;Социально-правовые;18.10.2022;55
1;Социально-экономические;23.05.2022;1697
1;Социально-экономические;10.10.2022;607
1;Социально-экономические;15.05.2022;2005
1;Социально-экономические;29.09.2022;1192
1;Социально-экономические;22.02.2022;765
1;Социально-экономические;14.02.2022;2039
2;Социально-правовые;19.09.2022;2032
2;Социально-правовые;22.09.2022;1722
1;Социально-экономические;29.09.2022;910
2;Социально-правовые;10.02.2022;1650
2;Социально-правовые;24.02.2022;1183
2;Социально-правовые;04.05.2022;739
1;Социально-экономические;09.10.2022;1658
1;Социально-экономические;02.11.2022;2328
2;Социально-правовые;19.04.2022;2343
1;Социально-экономические;21.05.2022;1468
2;Социально-правовые;13.10.2022;256
2;Социально-правовые;03.09.2022;71
1;Социально-экономические;04.09.2022;1290
2;Социально-правовые;04.04.2022;1853
1;Социально-экономические;24.09.2022;440
1;Социально-экономические;24.09.2022;1076
1;Социально-экономические;24.05.2022;1648
1;Социально-экономические;25.09.2022;1133
1;Социально-экономические;18.05.2022;353
2;Социально-правовые;20.03.2022;965
1;Социально-экономические;19.11.2022;248
2;Социально-правовые;05.09.2022;145
1;Социально-экономические;08.11.2022;1693
1;Социально-экономические;10.09.2022;2174
1;Социально-экономические;29.03.2022;1359
1;Социально-экономические;02.09.2022;1834
1;Социально-экономические;13.04.2022;1388
2;Социально-правовые;25.02.2022;2023
2;Социально-правовые;26.02.2022;2224
2;Социально-правовые;27.02.2022;1776
2;Социально-правовые;28.02.2022;789
2;Социально-правовые;01.03.2022;2345
2;Социально-правовые;02.03.2022;2345
2;Социально-правовые;03.03.2022;2345
2;Социально-правовые;04.03.2022;2345
2;Социально-правовые;06.11.2022;2345
1;Социально-экономические;06.11.2022;2345
1;Социально-экономические;06.11.2022;2345
2;Социально-правовые;06.11.2022;2345
1;Социально-экономические;06.11.2022;2345
1;Социально-экономические;06.11.2022;2345
2;Социально-правовые;06.11.2022;2345
2;Социально-правовые;06.11.2022;2345
1;Социально-экономические;06.11.2022;2345
1;Социально-экономические;10.03.2022;1030
2;Социально-правовые;19.02.2022;541
2;Социально-правовые;28.10.2022;1500
2;Социально-правовые;26.10.2022;2133
1;Социально-экономические;05.03.2022;1143
2;Социально-правовые;03.02.2022;468
2;Социально-правовые;03.03.2022;540
1;Социально-экономические;18.11.2022;292
2;Социально-правовые;19.11.2022;1091
2;Социально-правовые;01.04.2022;1075
1;Социально-экономические;03.11.2022;1484
