COMPANY_NAME;CLIENT_ID;RATE
Социальная организация №3;222;1,3
Социальная организация №3;223;1,3
Социальная организация №2;224;1,25
Социальная организация №1;225;1,2
Социальная организация №5;226;1,3
Социальная организация №5;227;1,3
Социальная организация №3;228;1,3
Социальная организация №5;229;1,3
Социальная организация №5;230;1,3
Социальная организация №1;231;1,2
Социальная организация №6;232;1,25
Социальная организация №6;233;1,25
Социальная организация №5;234;1,3
Социальная организация №4;235;1,3
Социальная организация №4;236;1,3
Социальная организация №3;237;1,3
Социальная организация №1;238;1,2
Социальная организация №2;239;1,25
Социальная организация №3;240;1,3
Социальная организация №6;241;1,25
Социальная организация №3;242;1,3
Социальная организация №2;243;1,25
Социальная организация №5;244;1,3
Социальная организация №5;245;1,3
Социальная организация №5;246;1,3
Социальная организация №3;247;1,3
Социальная организация №2;248;1,25
Социальная организация №4;249;1,3
Социальная организация №2;250;1,25
Социальная организация №3;251;1,3
Социальная организация №4;252;1,3
Социальная организация №4;253;1,3
Социальная организация №5;254;1,3
Социальная организация №1;255;1,2
Социальная организация №2;256;1,25
Социальная организация №5;257;1,3
Социальная организация №3;258;1,3
Социальная организация №3;259;1,3
Социальная организация №4;260;1,3
Социальная организация №4;261;1,3
Социальная организация №3;262;1,3
Социальная организация №6;263;1,25
Социальная организация №4;264;1,3
Социальная организация №5;265;1,3
Социальная организация №1;266;1,2
Социальная организация №1;267;1,2
Социальная организация №3;268;1,3
Социальная организация №2;269;1,25
Социальная организация №1;270;1,2
Социальная организация №3;271;1,3
Социальная организация №6;272;1,25
Социальная организация №2;273;1,25
Социальная организация №3;274;1,3
Социальная организация №5;275;1,3
Социальная организация №6;276;1,25
Социальная организация №1;277;1,2
Социальная организация №2;278;1,25
Социальная организация №5;279;1,3
Социальное учреждение N6;280;1,25
Социальная организация №1;281;1,2
Социальная организация №2;282;1,25
Социальная организация №5;283;1,3
Социальная организация №5;284;1,3
Социальная организация №1;285;1,2
Социальная организация №5;286;1,3
Социальная организация №3;287;1,3
Социальная организация №6;288;1,25
Социальная организация №1;289;1,2
Социальная организация №2;290;1,25
Социальная организация №5;291;1,3
Социальная организация №2;292;1,25
Социальная организация №6;293;1,25
Социальная организация №4;294;1,3
Социальная организация №1;295;1,2
Социальная организация №5;296;1,3
Социальная организация №3;297;1,3
Социальная организация №1;298;1,2
Социальная организация №3;299;1,3
Социальная организация №3;300;1,3
Социальная организация №1;301;1,2
Социальная организация №2;302;1,25
Социальная организация №5;303;1,3
Социальная организация №3;304;1,3
Социальная организация №4;305;1,3
Социальная организация №2;306;1,25
Социальная организация №2;307;1,25
Социальная организация №1;308;1,2
Социальная организация №1;309;1,2
Социальная организация №5;310;1,3
Социальная организация №3;311;1,3
Социальная организация №6;312;1,25
Социальная организация №5;313;1,3
Социальная организация №1;314;1,2
Социальная организация №3;315;1,3
Социальная организация №1;316;1,2
Социальная организация №1;317;1,2
Социальная организация №4;318;1,3
Социальная организация №6;319;1,25
Социальная организация №5;320;1,3
Социальная организация №4;321;1,3
Социальная организация №1;322;1,2
Социальная организация №1;323;1,2
Социальная организация №2;324;1,25
Социальная организация №5;325;1,3
Социальная организация №4;326;1,3
Социальная организация №1;327;1,2
Социальная организация №1;328;1,2
Социальное учреждение N6;329;1,25
Социальная организация №1;330;1,2
Социальная организация №1;331;1,2
Социальная организация №3;332;1,3
Социальная организация №5;333;1,3
Социальная организация №3;334;1,3
Социальная организация №6;335;1,25
Социальная организация №4;336;1,3
Социальная организация №6;337;1,25
Социальная организация №1;338;1,2
Социальная организация №4;339;1,3
Социальная организация №1;340;1,2
Социальная организация №5;341;1,3
Социальная организация №5;342;1,3
Социальная организация №1;343;1,2
Социальная организация №6;344;1,25
Социальное учреждение 3;345;1,3
Социальная организация №6;346;1,25
Социальная организация №5;347;1,3
Социальная организация №4;348;1,3
Социальная организация №1;349;1,2
Социальная организация №4;350;1,3
Социальная организация №4;351;1,3
Социальная организация №4;352;1,3
Социальная организация №1;353;1,2
Социальная организация №2;354;1,25
Социальная организация №6;355;1,25
Социальная организация №5;356;1,3
Социальная организация №6;357;1,25
Социальное учреждение 3;358;1,3
Социальная организация №1;359;1,2
Социальная организация №1;360;1,2
Социальная организация №4;361;1,3
Социальная организация №4;362;1,3
Социальное учреждение 3;363;1,3
Социальная организация №6;364;1,25
Социальная организация №5;365;1,3
Социальное учреждение 3;366;1,3
Социальная организация №5;367;1,3
Социальное учреждение 3;368;1,3
Социальная организация №1;369;1,2
Социальная организация №5;370;1,3
Социальная организация №6;371;1,25
Социальная организация №1;372;1,2
Социальная организация №5;373;1,3
Социальная организация №5;374;1,3
Социальная организация №4;375;1,3
Социальная организация №4;376;1,3
Социальная организация №4;377;1,3
Социальная организация №1;378;1,2
Социальная организация №5;379;1,3
Социальная организация №4;380;1,3
Социальная организация №1;381;1,2
Социальная организация №5;382;1,3
Социальная организация №6;383;1,25
Социальная организация №5;384;1,3
Социальная организация №2;385;1,25
Социальная организация №1;386;1,2
Социальная организация №4;387;1,3
Социальная организация №4;388;1,3
Социальная организация №1;389;1,2
Социальная организация №5;390;1,3
Социальная организация №4;391;1,3
Социальная организация №1;392;1,2
Социальная организация №5;393;1,3
Социальная организация №5;394;1,3
Социальная организация №6;395;1,25
Социальное учреждение 3;396;1,3
Социальная организация №1;397;1,2
Социальное учреждение 3;398;1,3
Социальное учреждение 3;399;1,3
Социальная организация №5;400;1,3
Социальная организация №2;401;1,25
Социальная организация №2;402;1,25
Социальная организация №5;403;1,3
Социальная организация №6;404;1,25
Социальная организация №2;405;1,25
Социальная организация №6;406;1,25
Социальная организация №6;407;1,25
Социальная организация №6;408;1,25
Социальная организация №4;409;1,3
Социальное учреждение 3;410;1,3
Социальная организация №5;411;1,3
Социальная организация №6;412;1,25
Социальная организация №5;413;1,3
Социальная организация №6;414;1,25
Социальная организация №5;415;1,3
Социальная организация №5;416;1,3
Социальная организация №1;417;1,2
Социальная организация №5;418;1,3
Социальная организация №2;419;1,25
Социальная организация №5;420;1,3
Социальная организация №1;421;1,2
Социальная организация №6;422;1,25
Социальная организация №1;423;1,2
Социальное учреждение 3;424;1,3
Социальная организация №6;425;1,25
Социальная организация №2;426;1,25
Социальная организация №5;427;1,3
Социальная организация №2;428;1,25
Социальная организация №4;429;1,3
Социальная организация №4;430;1,3
Социальное учреждение 3;431;1,3
Социальная организация №4;432;1,3
Социальная организация №6;433;1,25
Социальная организация №2;434;1,25
Социальная организация №4;435;1,3
Социальная организация №6;436;1,25
Социальная организация №4;437;1,3
Социальная организация №5;438;1,3
Социальная организация №5;439;1,3
Социальная организация №5;440;1,3
Социальная организация №1;441;1,2
Социальная организация №6;442;1,25
Социальное учреждение 3;443;1,3
Социальная организация №5;444;1,3
Социальная организация №1;445;1,2
Социальная организация №6;446;1,25
Социальная организация №2;447;1,25
Социальная организация №4;448;1,3
Социальная организация №4;449;1,3
Социальная организация №2;450;1,25
Социальная организация №4;451;1,3
Социальная организация №2;452;1,25
Социальная организация №6;453;1,25
Социальное учреждение 3;454;1,3
Социальная организация №1;455;1,2
Социальная организация №2;456;1,25
Социальная организация №4;457;1,3
Социальное учреждение 3;458;1,3
Социальная организация №2;459;1,25
Социальная организация №5;460;1,3
Социальная организация №5;461;1,3
Социальная организация №1;462;1,2
Социальное учреждение 3;463;1,3
Социальная организация №4;464;1,3
Социальная организация №1;465;1,2
Социальная организация №2;466;1,25
Соц организация 3;467;1,3
Соц организация 3;468;1,3
Социальная организация №4;469;1,3
Социальная организация №5;470;1,3
Соц организация 3;471;1,3
Социальная организация №4;472;1,3
Социальная организация №1;473;1,2
Соц организация 3;474;1,3
Социальная организация №5;475;1,3
Социальная организация №2;476;1,25
Соц организация 3;477;1,3
Социальная организация №5;478;1,3
Социальная организация №1;479;1,2
Социальная организация №1;480;1,2
Социальная организация №4;481;1,3
Социальная организация №2;482;1,25
Социальная организация №5;483;1,3
Социальная организация №4;484;1,3
Социальная организация №5;485;1,3
Социальная организация №4;486;1,3
Социальная организация №4;487;1,3
Социальная организация №4;488;1,3
Социальная организация №4;489;1,3
Социальная организация №6;490;1,25
Социальная организация №4;491;1,3
Социальная организация №6;492;1,25
Социальное учреждение 3;493;1,3
Социальное учреждение 3;494;1,3
Социальная организация №2;495;1,25
Социальная организация №1;496;1,2
Социальная организация №6;497;1,25
Социальная организация №1;498;1,2
Социальное учреждение 3;499;1,3
Социальная организация №2;500;1,25
Социальная организация №1;501;1,2
Социальная организация №5;502;1,3
Социальная организация №1;503;1,2
Социальная организация №6;504;1,25
Социальная организация №1;505;1,2
Социальная организация №6;506;1,25
Социальная организация №2;507;1,25
Социальная организация №4;508;1,3
Социальная организация №6;509;1,25
Социальная организация №4;510;1,3
Социальная организация №4;511;1,3
Социальная организация №6;512;1,25
Социальная организация №1;513;1,2
Социальная организация №2;514;1,25
Социальная организация №4;515;1,3
Социальная организация №6;516;1,25
Социальная организация №2;517;1,25
Социальная организация №2;518;1,25
Социальная организация №1;519;1,2
Социальная организация №4;520;1,3
Социальная организация №6;521;1,25
Социальная организация №1;522;1,2
Социальная организация №1;523;1,2
Социальная организация №5;524;1,3
Социальная организация №4;525;1,3
Социальная организация №6;526;1,25
Социальная организация №6;527;1,25
Социальная организация №5;528;1,3
Социальная организация №2;529;1,25
Социальное учреждение 3;530;1,3
Социальная организация №5;531;1,3
Социальное учреждение 3;532;1,3
Социальная организация №4;533;1,3
Социальная организация №4;534;1,3
Социальная организация №6;535;1,25
Социальная организация №2;536;1,25
Социальная организация №1;537;1,2
Социальное учреждение 3;538;1,3
Социальная организация №1;539;1,2
Социальная организация №5;540;1,3
Социальная организация №2;541;1,25
Социальная организация №6;542;1,25
Социальная организация №2;543;1,25
Социальная организация №1;544;1,2
Социальная организация №1;545;1,2
Социальное учреждение 3;546;1,3
Социальная организация №2;547;1,25
Социальное учреждение 3;548;1,3
Социальная организация №2;549;1,25
Социальная организация №3;550;1,3
Социальная организация №6;551;1,25
Социальная организация №6;552;1,25
Социальная организация №6;553;1,25
Социальная организация №5;554;1,3
Социальная организация №2;555;1,25
Социальная организация №6;556;1,25
Социальная организация №1;557;1,2
Социальная организация №6;558;1,25
Социальная организация №1;559;1,2
Социальная организация №5;560;1,3
Социальная организация №5;561;1,3
Социальная организация №2;562;1,25
Социальная организация №3;563;1,3
Социальная организация №5;564;1,3
Социальная организация №2;565;1,25
Социальная организация №1;566;1,2
Социальная организация №5;567;1,3
Социальная организация №6;568;1,25
Социальная организация №4;569;1,3
Социальная организация №1;570;1,2
Социальная организация №1;571;1,2
Социальная организация №2;572;1,25
Социальная организация №3;573;1,3
Социальная организация №6;574;1,25
Социальная организация №6;575;1,25
Социальная организация №1;576;1,2
Социальная организация №4;577;1,3
Социальная организация №1;578;1,2
Социальная организация №2;579;1,25
Социальная организация №4;580;1,3
Социальная организация №2;581;1,25
Социальная организация №6;582;1,25
Социальная организация №6;583;1,25
Социальная организация №4;584;1,3
Социальная организация №1;585;1,2
Социальная организация №3;586;1,3
Социальная организация №1;587;1,2
Социальная организация №5;588;1,3
Социальная организация №6;589;1,25
Социальная организация №5;590;1,3
Социальная организация №6;591;1,25
Социальная организация №6;592;1,25
Социальная организация №6;593;1,25
Социальная организация №3;594;1,3
Социальная организация №1;595;1,2
Социальная организация №5;596;1,3
Социальная организация №2;597;1,25
Социальная организация №2;598;1,25
Социальная организация №2;599;1,25
Социальная организация №4;600;1,3
Социальная организация №2;601;1,25
Социальная организация №2;602;1,25
Социальная организация №3;603;1,3
Социальная организация №2;604;1,25
Социальная организация №4;605;1,3
Социальная организация №3;606;1,3
Социальная организация №4;607;1,3
Социальная организация №2;608;1,25
Социальная организация №2;609;1,25
Социальная организация №6;610;1,25
Социальная организация №6;611;1,25
Социальная организация №2;612;1,25
Социальная организация №5;613;1,3
Социальная организация №4;614;1,3
Социальная организация №6;615;1,25
Социальная организация №3;616;1,3
Социальная организация №6;617;1,25
Социальная организация №2;618;1,25
Социальная организация №2;619;1,25
Социальная организация №6;620;1,25
Социальная организация №2;621;1,25
Социальная организация №1;622;1,2
Социальная организация №4;623;1,3
Социальная организация №3;624;1,3
Социальная организация №4;625;1,3
Социальная организация №6;626;1,25
Социальная организация №1;627;1,2
Социальная организация №5;628;1,3
Социальная организация №5;629;1,3
Социальная организация №2;630;1,25
Социальная организация №1;631;1,2
Социальная организация №6;632;1,25
Социальная организация №1;633;1,2
Социальная организация №1;634;1,2
Социальная организация №3;635;1,3
Социальная организация №2;636;1,25
Социальная организация №6;637;1,25
Социальная организация №1;638;1,2
Социальная организация №1;639;1,2
Социальная организация №3;640;1,3
Социальная организация №1;641;1,2
Социальная организация №2;642;1,25
Социальная организация №5;643;1,3
Социальная организация №5;644;1,3
Социальная организация №4;645;1,3
Социальная организация №4;646;1,3
Социальная организация №4;647;1,3
Социальная организация №5;648;1,3
Социальная организация №1;649;1,2
Социальная организация №2;650;1,25
Социальная организация №1;651;1,2
Социальная организация №2;652;1,25
Социальная организация №5;653;1,3
Социальная организация №5;654;1,3
Социальная организация №5;655;1,3
Социальная организация №2;656;1,25
Социальная организация №6;657;1,25
Социальная организация №4;658;1,3
Социальная организация №6;659;1,25
Социальная организация №2;660;1,25
Социальная организация №2;661;1,25
Социальная организация №2;662;1,25
Социальная организация №4;663;1,3
Социальная организация №6;664;1,25
Социальная организация №1;665;1,2
Социальная организация №4;666;1,3
Социальная организация №3;667;1,3
Социальная организация №4;668;1,3
Социальная организация №2;669;1,25
Социальная организация №2;670;1,25
Социальная организация №5;671;1,3
Социальная организация №2;672;1,25
Социальная организация №4;673;1,3
Социальная организация №3;674;1,3
Социальная организация №6;675;1,25
Социальная организация №2;676;1,25
Социальная организация №5;677;1,3
Социальная организация №4;678;1,3
Социальная организация №3;679;1,3
Социальная организация №6;680;1,25
Социальная организация №3;681;1,3
Социальная организация №4;682;1,3
Социальная организация №3;683;1,3
Социальная организация №1;684;1,2
Социальная организация №5;685;1,3
Социальная организация №6;686;1,25
Социальная организация №1;687;1,2
Социальная организация №3;688;1,3
Социальная организация №6;689;1,25
Социальная организация №1;690;1,2
Социальная организация №1;691;1,2
Социальная организация №6;692;1,25
Социальная организация №2;693;1,25
Социальная организация №3;694;1,3
Социальная организация №6;695;1,25
Социальная организация №5;696;1,3
Социальная организация №5;697;1,3
Социальная организация №3;698;1,3
Социальная организация №1;699;1,2
Социальная организация №2;700;1,25
Социальная организация №6;701;1,25
Социальная организация №3;702;1,3
Социальная организация №4;703;1,3
Социальная организация №4;704;1,3
Социальная организация №3;705;1,3
Социальная организация №2;706;1,25
Социальная организация №4;707;1,3
Социальная организация №3;708;1,3
Социальная организация №5;709;1,3
Социальная организация №2;710;1,25
Социальная организация №3;711;1,3
Социальная организация №3;712;1,3
Социальная организация №3;713;1,3
Социальная организация №6;714;1,25
Социальная организация №3;715;1,3
Социальная организация №5;716;1,3
Социальная организация №4;717;1,3
Социальная организация №3;718;1,3
Социальная организация №3;719;1,3
Социальная организация №1;720;1,2
Социальная организация №1;721;1,2
Социальная организация №2;722;1,25
Социальная организация №3;723;1,3
Социальная организация №3;724;1,3
Социальная организация №6;725;1,25
Социальная организация №3;726;1,3
Социальная организация №5;727;1,3
Социальная организация №3;728;1,3
Социальная организация №2;729;1,25
Социальная организация №1;730;1,2
Социальная организация №4;731;1,3
Социальная организация №5;732;1,3
Социальная организация №2;733;1,25
Социальная организация №1;734;1,2
Социальная организация №4;735;1,3
Социальная организация №6;736;1,25
Социальная организация №4;737;1,3
Социальная организация №4;738;1,3
Социальная организация №1;739;1,2
Социальная организация №6;740;1,25
Социальная организация №1;741;1,2
Социальная организация №6;742;1,25
Социальная организация №1;743;1,2
Социальная организация №3;744;1,3
Социальная организация №6;745;1,25
Социальная организация №5;746;1,3
Социальная организация №1;747;1,2
Социальная организация №1;748;1,2
Социальная организация №2;749;1,25
Социальная организация №6;750;1,25
Социальная организация №3;751;1,3
Социальная организация №5;752;1,3
Социальная организация №4;753;1,3
Социальная организация №3;754;1,3
Социальная организация №2;755;1,25
Социальная организация №6;756;1,25
Социальная организация №5;757;1,3
Социальная организация №5;758;1,3
Социальная организация №5;759;1,3
Социальная организация №3;760;1,3
Социальная организация №4;761;1,3
Социальная организация №6;762;1,25
Социальная организация №1;763;1,2
Социальная организация №3;764;1,3
Социальная организация №6;765;1,25
Социальная организация №2;766;1,25
Социальная организация №1;767;1,2
Социальная организация №2;768;1,25
Социальная организация №6;769;1,25
Социальная организация №3;770;1,3
Социальная организация №1;771;1,2
Социальная организация №6;772;1,25
Социальная организация №4;773;1,3
Социальная организация №5;774;1,3
Социальная организация №4;775;1,3
Социальная организация №3;776;1,3
Социальная организация №5;777;1,3
Социальная организация №6;778;1,25
Социальная организация №2;779;1,25
Социальная организация №6;780;1,25
Социальная организация №1;781;1,2
Социальная организация №4;782;1,3
Социальная организация №1;783;1,2
Социальная организация №3;784;1,3
Социальная организация №4;785;1,3
Социальная организация №4;786;1,3
Социальная организация №1;787;1,2
Социальная организация №6;788;1,25
Социальная организация №1;789;1,2
Социальная организация №3;790;1,3
Социальная организация №1;791;1,2
Социальная организация №4;792;1,3
Социальная организация №6;793;1,25
Социальная организация №4;794;1,3
Социальная организация №5;795;1,3
Социальная организация №6;796;1,25
Социальная организация №6;797;1,25
Социальная организация №2;798;1,25
Социальная организация №5;799;1,3
Социальная организация №1;800;1,2
Социальная организация №1;801;1,2
Социальная организация №3;802;1,3
Социальная организация №5;803;1,3
Социальная организация №4;804;1,3
Социальная организация №4;805;1,3
Социальная организация №3;806;1,3
Социальная организация №1;807;1,2
Социальная организация №1;808;1,2
Социальная организация №3;809;1,3
Социальная организация №4;810;1,3
Социальная организация №4;811;1,3
Социальная организация №2;812;1,25
Социальная организация №4;813;1,3
Социальная организация №4;814;1,3
Социальная организация №3;815;1,3
Социальная организация №1;816;1,2
Социальная организация №1;817;1,2
Социальная организация №4;818;1,3
Социальная организация №3;819;1,3
Социальная организация №2;820;1,25
Социальная организация №4;821;1,3
Социальная организация №6;822;1,25
Социальная организация №3;823;1,3
Социальная организация №4;824;1,3
Социальная организация №6;825;1,25
Социальная организация №3;826;1,3
Социальная организация №5;827;1,3
Социальная организация №4;828;1,3
Социальная организация №3;829;1,3
Социальная организация №2;830;1,25
Социальная организация №2;831;1,25
Социальная организация №1;832;1,2
Социальная организация №1;833;1,2
Социальная организация №1;834;1,2
Социальная организация №6;835;1,25
Социальная организация №3;836;1,3
Социальная организация №1;837;1,2
Социальная организация №2;838;1,25
Социальная организация №4;839;1,3
Социальная организация №3;840;1,3
Социальная организация №2;841;1,25
Социальная организация №6;842;1,25
Социальная организация №6;843;1,25
Социальная организация №6;844;1,25
Социальная организация №4;845;1,3
Социальная организация №4;846;1,3
Социальная организация №1;847;1,2
Социальная организация №3;848;1,3
Социальная организация №2;849;1,25
Социальная организация №5;850;1,3
Социальная организация №1;851;1,2
Социальная организация №3;852;1,3
Социальная организация №2;853;1,25
Социальная организация №5;854;1,3
Социальная организация №4;855;1,3
Социальная организация №5;856;1,3
Социальная организация №2;857;1,25
Социальная организация №1;858;1,2
Социальная организация №2;859;1,25
Социальная организация №1;860;1,2
Социальная организация №2;861;1,25
Социальная организация №6;862;1,25
Социальная организация №1;863;1,2
Социальная организация №1;864;1,2
Социальная организация №5;865;1,3
Социальная организация №1;866;1,2
Социальная организация №1;867;1,2
Социальная организация №6;868;1,25
Социальная организация №2;869;1,25
Социальная организация №4;870;1,3
Социальная организация №2;871;1,25
Социальная организация №3;872;1,3
Социальная организация №1;873;1,2
Социальная организация №1;874;1,2
Социальная организация №2;875;1,25
Социальная организация №4;876;1,3
Социальная организация №2;877;1,25
Социальная организация №3;878;1,3
Социальная организация №1;879;1,2
Социальная организация №2;880;1,25
Социальная организация №3;881;1,3
Социальная организация №5;882;1,3
Социальная организация №2;883;1,25
Социальная организация №1;884;1,2
Социальная организация №3;885;1,3
Социальная организация №6;886;1,25
Социальная организация №4;887;1,3
Социальная организация №2;888;1,25
Социальная организация №5;889;1,3
Социальная организация №2;890;1,25
Социальная организация №5;891;1,3
Социальная организация №2;892;1,25
Социальная организация №5;893;1,3
Социальная организация №2;894;1,25
Социальная организация №1;895;1,2
Социальная организация №6;896;1,25
Социальная организация №2;897;1,25
Социальная организация №6;898;1,25
Социальная организация №6;899;1,25
Социальная организация №1;900;1,2
Социальная организация №1;901;1,2
Социальная организация №1;902;1,2
Социальная организация №6;903;1,25
Социальная организация №5;904;1,3
Социальная организация №6;905;1,25
Социальная организация №1;906;1,2
Социальная организация №5;907;1,3
Социальная организация №2;908;1,25
Социальная организация №3;909;1,3
Социальная организация №3;910;1,3
Социальная организация №3;911;1,3
Социальная организация №5;912;1,3
Социальная организация №3;913;1,3
Социальная организация №5;914;1,3
Социальная организация №1;915;1,2
Социальная организация №2;916;1,25
Социальная организация №6;917;1,25
Социальная организация №1;918;1,2
Социальная организация №2;919;1,25
Социальная организация №2;920;1,25
Социальная организация №1;921;1,2
Социальная организация №2;922;1,25
Социальная организация №4;923;1,3
Социальная организация №2;924;1,25
Социальная организация №5;925;1,3
Социальная организация №5;926;1,3
Социальная организация №2;927;1,25
